BioMAP Viewer Mixed Profile,Mechanism,BrEPI_IL-1b/TNF-a/IFN-g_24:CD87/uPAR,BrEPI_IL-1b/TNF-a/IFN-g_24:CXCL10/IP-10,BrEPI_IL-1b/TNF-a/IFN-g_24:CXCL9/MIG,BrEPI_IL-1b/TNF-a/IFN-g_24:HLA-DR,BrEPI_IL-1b/TNF-a/IFN-g_24:IL-1alpha,BrEPI_IL-1b/TNF-a/IFN-g_24:MMP-1,BrEPI_IL-1b/TNF-a/IFN-g_24:PAI-I,BrEPI_IL-1b/TNF-a/IFN-g_24:SRB,BrEPI_IL-1b/TNF-a/IFN-g_24:tPA,BrEPI_IL-1b/TNF-a/IFN-g_24:uPA,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:CD106/VCAM-1,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:Collagen III,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:CXCL10/IP-10,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:CXCL8/IL-8,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:CXCL9/MIG,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:EGFR,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:M-CSF,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:MMP-1,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:PAI-I,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:Proliferation_72hr,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:SRB,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:TIMP-2,HEK/HDFn_IL-1b/TNF-a/IFN-g/TGF-b_24:CCL2/MCP-1,HEK/HDFn_IL-1b/TNF-a/IFN-g/TGF-b_24:CD54/ICAM-1,HEK/HDFn_IL-1b/TNF-a/IFN-g/TGF-b_24:CXCL10/IP-10,HEK/HDFn_IL-1b/TNF-a/IFN-g/TGF-b_24:IL-1alpha,HEK/HDFn_IL-1b/TNF-a/IFN-g/TGF-b_24:MMP-9,HEK/HDFn_IL-1b/TNF-a/IFN-g/TGF-b_24:SRB,HEK/HDFn_IL-1b/TNF-a/IFN-g/TGF-b_24:TIMP-2,HEK/HDFn_IL-1b/TNF-a/IFN-g/TGF-b_24:uPA,HUVEC/PBMC_LPS_24:CCL2/MCP-1,HUVEC/PBMC_LPS_24:CD106/VCAM-1,HUVEC/PBMC_LPS_24:CD142/Tissue Factor,HUVEC/PBMC_LPS_24:CD40,HUVEC/PBMC_LPS_24:CD62E/E-Selectin,HUVEC/PBMC_LPS_24:CXCL8/IL-8,HUVEC/PBMC_LPS_24:IL-1alpha,HUVEC/PBMC_LPS_24:M-CSF,HUVEC/PBMC_LPS_24:sPGE2,HUVEC/PBMC_LPS_24:SRB,HUVEC/PBMC_LPS_24:sTNF-alpha,HUVEC/PBMC_SEB/TSST_24:CCL2/MCP-1,HUVEC/PBMC_SEB/TSST_24:CD38,HUVEC/PBMC_SEB/TSST_24:CD40,HUVEC/PBMC_SEB/TSST_24:CD62E/E-Selectin,HUVEC/PBMC_SEB/TSST_24:CD69,HUVEC/PBMC_SEB/TSST_24:CXCL8/IL-8,HUVEC/PBMC_SEB/TSST_24:CXCL9/MIG,HUVEC/PBMC_SEB/TSST_24:PBMC Cytotoxicity,HUVEC/PBMC_SEB/TSST_24:Proliferation,HUVEC/PBMC_SEB/TSST_24:SRB,HUVEC_IL-1b/TNF-a/IFN-g_24:CCL2/MCP-1,HUVEC_IL-1b/TNF-a/IFN-g_24:CD106/VCAM-1,HUVEC_IL-1b/TNF-a/IFN-g_24:CD141/Thrombomodulin,HUVEC_IL-1b/TNF-a/IFN-g_24:CD142/Tissue Factor,HUVEC_IL-1b/TNF-a/IFN-g_24:CD54/ICAM-1,HUVEC_IL-1b/TNF-a/IFN-g_24:CD62E/E-Selectin,HUVEC_IL-1b/TNF-a/IFN-g_24:CD87/uPAR,HUVEC_IL-1b/TNF-a/IFN-g_24:CXCL8/IL-8,HUVEC_IL-1b/TNF-a/IFN-g_24:CXCL9/MIG,HUVEC_IL-1b/TNF-a/IFN-g_24:HLA-DR,HUVEC_IL-1b/TNF-a/IFN-g_24:Proliferation,HUVEC_IL-1b/TNF-a/IFN-g_24:SRB,HUVEC_IL-4/Histamine_24:CCL2/MCP-1,HUVEC_IL-4/Histamine_24:CCL26/Eotaxin-3,HUVEC_IL-4/Histamine_24:CD106/VCAM-1,HUVEC_IL-4/Histamine_24:CD62P/P-selectin,HUVEC_IL-4/Histamine_24:CD87/uPAR,HUVEC_IL-4/Histamine_24:SRB,HUVEC_IL-4/Histamine_24:VEGFR2,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:CCL2/MCP-1,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:CD106/VCAM-1,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:CD141/Thrombomodulin,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:CD142/Tissue Factor,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:CD87/uPAR,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:CXCL8/IL-8,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:CXCL9/MIG,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:HLA-DR,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:IL-6,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:LDLR,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:M-CSF,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:Proliferation,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:Serum Amyloid A,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:SRB
"Trusted, Agents, Humira, BSK-C016173, 10000 ng/ml",TNF-? antagonist,-0.109798458,-0.176741268,-0.02589952,0.058790798,-0.05563542,-0.039959592,0.00148931,0.002785923,0.026060945,-0.2402124,-0.133768039,0.04358407,-0.133535515,-0.04411412,-0.07089426,0.06483614,0.012290582,-0.018630658,0.030047349,0.067081371,0.025079725,0.02469077,-0.07819443,-0.0372321,-0.01411814,-0.006415102,-0.02660291,-0.000656424,0.00620463,-0.025703478,-0.078500342,-0.05903613,-0.0702348,-0.104130315,-0.088577772,-0.113990115,-0.067629801,-0.1346035,-0.031573186,0.008286974,-1.159531242,-0.274410702,-0.2197266,-0.2250283,-0.429163,-0.168244747,-0.341525469,-0.065253539,-0.03899501,-0.03191128,-0.02344063,-0.070472496,-0.054277656,0.050088051,-0.066645767,-0.04703782,-0.11680923,-0.007370456,-0.092418486,-0.002139522,0.03445809,0.009625623,0.0334331,0.04045484,0.01185726,0.041447061,0.04340267,0.011601748,-0.009432027,0.03827269,-0.118810636,-0.121651298,0.113400167,0.083476193,-0.02603997,-0.085883958,-0.112294423,0.07435019,-0.2120986,0.01494424,-0.071584567,0.001852199,0.020344833,-0.01135284
"Trusted, Agents, Humira, BSK-C016173, 30000 ng/ml",TNF-? antagonist,0.008318797,-0.077738646,-0.01550032,0.022847422,-0.01023374,0.018777034,0.123524664,0.009306268,0.074697032,-0.07882722,-0.126139945,0.036741294,-0.061964657,-0.04382782,-0.02929574,0.1097504,-0.040461163,0.049556673,0.047496757,0.092081573,0.023991866,-0.02219244,-0.069738934,-0.05907646,0.002988572,-0.03743046,-0.1108944,0.01008501,-0.055653652,-0.048283144,-0.024761709,-0.064450192,-0.02738266,-0.08695038,-0.061205004,-0.126509826,-0.072839617,-0.132612,-0.062875072,0.006560217,-1.414856818,-0.393840764,-0.1786491,-0.0917251,-0.4375365,-0.281638429,-0.329360582,-0.020849277,-0.03572916,-0.1605738,-0.03203344,-0.062888409,-0.036896665,0.033477341,-0.028408704,-0.02552498,-0.090625144,0.012454948,-0.091844397,0.01501832,0.055373208,0.02121141,0.03459342,-0.044189861,-0.01207183,-0.01190584,0.1416584,-0.027840082,0.007314356,0.009447409,-0.085619764,-0.13824883,0.05433654,0.063230733,-0.01409103,-0.138797973,-0.188813889,0.01681783,-0.2466618,-0.04121178,-0.060409418,-0.050408985,-0.000819793,-0.007002356
"Trusted, Agents, Remicade, BSK-C016173, 1000 ng/ml",TNF-? antagonist,-0.087196952,-0.087534811,-0.009789916,0.038662161,-0.05310284,-0.02656291,0.021897215,0.001490246,0.007720432,-0.20598,-0.027494046,0.019828029,0.009083988,-0.01059997,-0.02675326,0.01295171,0.014628732,-0.006328779,-0.009317363,0.116869493,0.014954509,0.004716262,-0.017527294,-0.04349013,-0.008866202,-0.01172577,-0.02300713,-0.003458387,-0.020177343,-0.017710222,-0.092782625,-0.053228021,-0.06475388,-0.054982018,-0.065609473,-0.109961454,-0.082983037,-0.1337484,-0.034315453,-0.010621578,-1.177262762,-0.186217164,-0.13864,-0.1153235,-0.2782543,-0.098673336,-0.228623101,-0.025795093,-0.03532278,-0.01989895,-0.01381079,-0.069851152,-0.041918739,0.042623725,-0.059430389,-0.03260074,-0.117747651,0.006553306,-0.091997777,-0.00563802,0.009617201,0.003080644,0.04432464,0.022220283,-0.003956282,0.018935696,0.01089034,0.010453547,-0.00873974,0.01973267,-0.091132429,-0.117988084,0.102440732,0.045796212,-0.01776738,-0.091686449,-0.101048393,0.06940245,-0.1555035,-0.0157148,-0.076552487,0.010918386,0.024697062,-0.00581108
"Trusted, Agents, Remicade, BSK-C016173, 10000 ng/ml",TNF-? antagonist,-0.127123883,-0.150746402,-0.01810739,0.04542828,-0.04903948,-0.037859075,0.002131758,-0.003998316,0.008054826,-0.2527605,-0.133247115,0.015051315,-0.089215742,-0.03562238,-0.05711087,0.04882175,0.000472316,-0.013213545,0.056996291,0.076795654,0.023122522,0.01956154,0.001692412,-0.04911464,-0.01755061,-0.03350455,-0.04715401,-0.001566323,-0.008026381,-0.039415603,-0.080611269,-0.0550307,-0.08326545,-0.09303227,-0.071322451,-0.128337252,-0.089077374,-0.1532005,-0.02408583,0.014723757,-1.28734637,-0.208127533,-0.1954844,-0.1649154,-0.3744788,-0.170305386,-0.299743348,-0.062662048,-0.040684,-0.04573006,-0.01271268,-0.069723329,-0.050000981,0.03863225,-0.077895334,-0.05662502,-0.131750781,0.002080353,-0.118196889,-0.00538482,0.003480081,0.01674352,0.04564953,0.032892136,0.01623767,0.029288245,0.01981174,0.019310443,-0.012654103,0.03995422,-0.10676189,-0.127526889,0.10432583,0.068988204,-0.01621611,-0.105443239,-0.131183991,0.073002808,-0.1903334,0.008872234,-0.064404285,0.002393727,0.006034893,-0.01261468
"Trusted, Agents, Remicade, BSK-C016173, 30000 ng/ml",TNF-? antagonist,-0.095862583,-0.054122838,-0.00870895,0.022473369,-0.02733364,-0.011165457,0.104742284,0.01262044,0.011834068,-0.05916919,-0.090657693,0.043932974,-0.092925293,-0.02653667,-0.02599888,0.06982145,-0.061696567,0.03690816,0.010851766,0.078972966,0.000371375,-0.06433744,-0.123772644,-0.06936771,-0.00753634,-0.056507,-0.1173176,0.01093857,-0.039766229,-0.060315153,-0.076364591,-0.074154786,-0.09963139,-0.125799778,-0.087569537,-0.132705577,-0.113387657,-0.1478914,-0.0640296,0.18612072,-1.497755224,-0.301248016,-0.25038,-0.1355176,-0.4405119,-0.334306231,-0.355189602,-0.056910389,-0.0312015,-0.1394549,-0.02337388,-0.05089207,-0.053175638,-0.019737276,-0.049282135,-0.06050953,-0.104800994,-0.01598746,-0.097674618,-0.007435238,0.017649906,0.01627428,0.05018683,-0.092586296,-0.03011544,-0.050108006,-0.04160963,-0.086631281,-0.003503915,-0.04102607,-0.087820732,-0.123260189,0.047515528,0.023529198,-0.007235752,-0.166666951,-0.205099641,0.005130543,-0.2586232,-0.06345129,-0.054725457,-0.033765074,-0.019686186,-0.01907388
"Trusted, Agents, Calcitriol, BSK-C016173, 1000 nM",Vitamin D receptor agonist,0.017722464,-0.037174004,-0.0158556,-0.09393591,0.01160948,0.029034678,0.066895347,0.001880397,0.096163108,-0.00390164,-0.143160562,-0.131934626,-0.062356223,-0.06710967,-0.01440254,-0.005692271,0.010232816,-0.003156852,-0.05395361,-0.120017217,-0.028568237,0.05564473,-0.047032452,0.03081657,-0.01340506,-0.08789254,-0.02083323,-0.01594854,0.017356669,0.011444529,-0.023083132,-0.018677878,0.03100833,-0.045643485,-0.02106933,-0.032686744,-0.041281135,-0.03512776,0.104685768,0.006257148,-0.286778093,-0.01701307,0.02072719,-0.02384684,-0.0602588,-0.067790878,-0.061141416,-0.008964202,0.01534544,-0.0316323,0.00322834,0.018604515,0.008460732,0.020193416,0.014171958,0.009541662,-0.002287879,0.030962898,0.018494219,0.01472421,0.050033228,0.004854795,0.01319967,0.016050459,0.01931257,-0.006979854,-0.001237992,0.002552571,0.0062601,0.04016165,-0.075938393,-0.02717162,0.184805242,-0.003800104,-0.04333549,-0.070117782,-0.020978875,-0.036020145,-0.1079026,0.00625295,-0.05854291,0.036790969,0.000171303,-0.01015203
"Trusted, Agents, Calcitriol, BSK-C016173, 111.1 nM",Vitamin D receptor agonist,0.018050631,-0.023236505,-0.009755973,-0.042189963,0.0215201,0.069115782,0.099968726,0.004983028,0.091591891,0.004518916,-0.123005772,-0.031280301,-0.038544322,-0.05665977,-0.01731296,0.02459079,-0.002163528,-0.013329736,-0.038944771,-0.014672671,-0.015541305,0.05398535,-0.039060639,0.01083659,-0.01413082,-0.06344982,-0.001491962,-0.005238619,0.002755842,0.014460654,-0.015541505,-0.023060774,0.002029973,-0.054493829,-0.007133861,-0.013871371,-0.067173627,-0.06088895,0.097892269,0.004836272,-0.295582254,-0.001178691,0.020623,-0.01875877,-0.04359867,-0.031894324,-0.035301574,0.002878809,0.01468422,-0.02472792,0.01136211,0.013648135,0.00657117,0.01200508,0.002281767,0.01789,0.009971824,0.01685959,0.022492094,0.009788427,0.015878484,0.005918817,0.01506502,0.001473633,0.02227162,0.004303124,0.01634184,0.023149087,0.004246306,0.04216046,-0.088173545,-0.049220377,0.217345379,-0.012915162,-0.08035155,-0.090384384,-0.022976246,-0.057270355,-0.1182471,-0.007614709,-0.06337628,0.024227908,0.027756689,-0.01606912
"Trusted, Agents, Calcitriol, BSK-C016173, 12.3 nM",Vitamin D receptor agonist,0.00294976,-0.058266724,-0.02190009,-0.057005843,-0.000547992,0.020488197,0.007739262,0.009088897,-0.037139806,-0.01094713,-0.092666919,-0.004660241,-0.03048923,-0.02288366,-0.03041285,0.05353085,-0.037114057,-0.013265793,0.015987824,-0.05078962,-0.02300179,-0.006253084,-0.078139388,-0.006064242,-0.02680981,-0.04666384,-0.02016824,0.000273952,0.006117765,0.001140287,-0.040808361,-0.037896269,0.007853939,-0.064834796,-0.034618717,-0.032844627,-0.129938893,-0.04615862,0.14415342,-0.002919576,-0.284456963,-0.007827562,-0.02131304,-0.01471895,-0.08054515,0.003196714,-0.055664275,-0.000777587,0.0143437,-0.003668968,0.01131603,-0.019339074,-0.024806908,-0.008685644,-0.020263076,0.05787598,-0.029517555,-0.040014058,-0.027774577,-0.003053054,-0.01073279,0.008715185,0.02675446,-0.087753947,-0.001960701,-0.009008499,-0.09256869,-0.021246057,0.004358843,0.02666738,-0.075493912,-0.098993155,0.167175196,-0.051134021,-0.1322141,-0.075360323,-0.085356643,-0.071653329,-0.1434723,-0.01741872,-0.095171132,0.002381894,-0.025112385,-0.02745462
"Trusted, Agents, Calcitriol, BSK-C016173, 333.3 nM",Vitamin D receptor agonist,0.02386558,-0.039338091,-0.01998413,-0.061696925,0.03051318,0.077530357,0.078525878,0.000807742,0.105365651,-0.000715994,-0.158969598,-0.080148237,-0.053771549,-0.0541691,-0.02009307,-0.004076018,-0.014044202,-0.020391222,-0.042885477,-0.057038272,-0.013353476,0.04123896,-0.025887538,0.008415618,-0.0345611,-0.06583694,-0.01693679,-0.007144698,0.026427379,0.012573321,-0.007538992,-0.026828449,0.00242286,-0.038491508,-0.005815044,-0.026592457,-0.082193395,-0.05071409,0.112645616,0.002360745,-0.273010403,-0.010218371,0.01489323,-0.03054956,-0.06119431,-0.029626126,-0.040461007,-0.004873903,0.0124247,-0.02696849,0.008120603,0.027122884,0.017233814,-0.001820497,0.014236016,0.01769801,0.012841585,0.010139938,0.010353221,0.001110618,0.01862049,0.0235049,0.0171825,0.006370298,0.02141774,0.006946217,-0.008194026,0.023227198,0.010479747,0.04886171,-0.072432507,-0.034710464,0.222131535,0.011649659,-0.07983091,-0.075528653,-0.012117576,-0.051594471,-0.08497628,0.004056532,-0.050531221,0.023031039,0.040073574,-0.02727762
"Trusted, Agents, Calcitriol, BSK-C016173, 37 nM",Vitamin D receptor agonist,0.003658079,-0.064288018,-0.02627604,-0.044891561,0.01913531,0.021072284,0.02855576,0.004208795,0.022437532,-0.01489363,-0.104715757,-0.030801395,-0.036648731,-0.08207694,-0.0199537,0.0458708,-0.00468865,-0.005542937,-0.00184505,-0.010006915,-0.012164273,0.04399658,-0.019271217,0.03410115,-0.006382477,-0.07197804,-0.004491218,-0.005899226,0.033385342,0.031166723,-0.035930923,-0.0300409,0.002517952,-0.076003886,-0.010533118,-0.011781802,-0.055227614,-0.06404591,0.096181961,-0.001826658,-0.275429003,-0.002800488,0.02816136,-0.02755847,-0.06907185,-0.024159484,0.006902611,-0.006145416,0.01875513,-0.007581657,0.007956285,0.030863977,0.005607144,0.020537069,-0.030298878,0.01708385,0.007700623,-0.000395317,0.039822724,0.008950549,0.006777019,-0.001177436,0.005133108,-0.011722967,0.02863144,0.00714489,0.004941289,0.025580023,0.000892983,0.04977413,-0.080088674,-0.058529784,0.192936979,-0.03015566,-0.09136646,-0.07824978,-0.047973134,-0.050130377,-0.1184374,-0.004636281,-0.072256405,0.020685305,-0.005500617,-0.01465145
"Trusted, Agents, Calcitriol, BSK-C016173, 4.1 nM",Vitamin D receptor agonist,0.01217874,-0.046938969,-0.02469939,-0.041206777,0.003551678,0.009565112,-0.024010748,0.01039595,-0.030517552,-0.01129004,-0.101916345,-0.07935243,-0.041397747,-0.02165695,-0.01679464,0.01254963,-0.039061991,-0.015430636,-0.040090844,-0.000590364,-0.003307894,0.04915398,-0.04176395,-0.02577205,-0.002030251,-0.04371252,-0.00760455,0.00056052,-0.019122379,-0.01570806,-0.044136304,-0.038646858,-0.06520947,-0.061137776,-0.032719467,-0.026830155,-0.141219903,-0.0413854,0.141700523,-0.005326395,-0.288206468,-0.027033063,0.001074723,-0.03049747,-0.05641148,-0.040694251,-0.089312184,-0.014901818,0.01677103,-0.008620365,0.01268677,-0.02223379,-0.010394698,-0.015585693,-0.04206672,0.04859076,-0.019658335,-0.0184054,-0.039854198,-0.000620026,0.006987613,0.0172521,0.01464023,-0.101723933,0.002666711,-0.001640675,-0.08603204,-0.030216313,0.011044824,-0.02279279,-0.06316158,-0.082818351,0.12886258,-0.011593442,-0.1447751,-0.061019279,-0.073134624,-0.041668924,-0.1349963,-0.01793386,-0.083246827,-0.00458656,-0.015285784,-0.02281134
"Trusted, Agents, Everolimus, BSK-C016173, 0.46 nM",mTOR inhibitor,-0.025125267,0.029660559,0.007284944,-0.007216948,-0.01868373,-0.035632262,0.073062059,-0.00461766,-0.026744217,0.02323542,0.027208,-0.051157324,-0.029659242,0.001538618,0.000379407,-0.08084882,-0.048608716,-0.007124476,-0.096828234,-0.106795201,-0.018440894,-0.06772014,0.005005478,0.000102638,0.004784713,-0.02347629,-0.03691713,-0.007016806,0.02568383,0.019521448,-0.033864929,0.002584246,0.07030473,-0.021818324,0.024541557,-0.012663304,-0.051909006,-0.008575922,0.157562082,-0.055632935,0.040062708,-0.046986238,-0.05919082,-0.04012581,0.04770189,0.002455319,-0.025488255,-0.000264421,-0.0182935,-0.06060376,-0.06543672,-0.035151504,0.013511068,0.020057698,0.025089435,0.000734124,0.012278436,-0.063807842,-0.042103714,0.007731238,-0.023541492,-0.2459176,-0.06994175,-0.099982862,-0.01698982,0.014641042,-0.0613345,-0.009421021,-0.0752363,-0.04324531,0.006529166,-0.008190151,-0.008398194,-0.034473765,-0.03660068,0.013737426,0.054586502,0.01735356,0.03400494,-0.03013706,-0.00237669,-0.184390776,-0.022168737,-0.04158885
"Trusted, Agents, Everolimus, BSK-C016173, 1.4 nM",mTOR inhibitor,0.006904434,0.039618474,-0.000508112,0.002662078,0.000308406,-0.035864598,0.048609635,-0.003049257,-0.061800718,-0.01212304,0.058956818,-0.014089963,-0.012544971,0.009353351,0.02082126,-0.004239305,-0.049386897,-0.028866201,-0.079454656,-0.161393281,-0.095283894,-0.02136,-0.004597361,0.005629698,-0.001148037,-0.0124068,-0.03733291,-0.01277701,0.032704928,0.012648835,-0.039556336,-0.026773851,0.0778582,-0.01165101,0.017244546,-0.005462915,-0.033584597,-0.05298217,0.160021056,-0.075989294,0.038287713,-0.058916163,-0.06964899,-0.06388274,0.04415829,0.003859256,-0.035013065,-0.004330153,-0.02231615,-0.1436794,-0.08365487,-0.036685687,0.012911573,0.009020019,0.035398499,0.004571227,0.010260352,-0.107388872,-0.039061209,0.01343698,-0.034055328,-0.2686427,-0.08625004,-0.085646856,-0.03495486,0.016159209,-0.0758953,0.001378068,-0.08593196,-0.03285889,-0.021090887,-0.013784511,-0.017051576,-0.06351122,-0.07759768,0.011854958,0.052855325,-0.034611121,0.002202765,-0.06083106,-0.022642737,-0.210410788,-0.024833817,-0.05769081
"Trusted, Agents, Everolimus, BSK-C016173, 111.1 nM",mTOR inhibitor,-0.019444378,-0.014940834,0.01213231,-0.042041586,0.006752215,-0.031580444,-0.016812086,-0.01230107,-0.103362024,-0.03743565,-0.001416442,-0.028879106,-0.026419382,-0.006339689,0.003725833,-0.1214191,-0.063140383,-0.024960562,-0.102095269,-0.266438306,-0.099821679,-0.02738575,-0.035201991,-0.0147365,-0.01106355,-0.01786585,-0.0009508,-0.006208461,0.008021212,-0.016612822,-0.094787017,-0.079581456,0.02318324,-0.16050272,-0.023980777,-0.047833348,-0.117700116,-0.06762185,0.117091038,-0.096552528,-0.033407972,-0.062215961,-0.09341208,-0.1547044,0.05424388,-0.009546675,-0.017070647,-0.007646369,-0.04498439,-0.2588826,-0.08002059,-0.068391768,-0.018568418,-0.042497171,0.040928544,-0.00685517,0.022000678,-0.084440868,-0.024478883,-0.004099597,-0.052936325,-0.3807344,-0.07561364,-0.070322458,-0.01420355,-0.010138176,-0.1408752,-0.012808701,-0.076313388,-0.07294475,-0.027105195,-0.019634789,-0.046017008,-0.082754649,-0.1138775,0.016293606,0.080853257,-0.073740201,-0.02277298,-0.05218183,-0.0129412,-0.233244525,0.013111609,-0.07849611
"Trusted, Agents, Everolimus, BSK-C016173, 12.3 nM",mTOR inhibitor,-0.002292399,-0.018530367,0.005137903,-0.035727091,0.01978783,0.001705245,-0.003548151,-2.40E-05,-0.034097376,-0.0131971,0.021423746,-0.035790525,-0.030588682,-0.004967826,0.003079017,-0.09116183,-0.054797341,-0.007901204,-0.051081696,-0.091444306,-0.077402559,-0.006645167,0.009049828,0.008171575,0.004187426,-0.04407784,-0.01501194,-0.00073994,0.044115881,-0.019817418,-0.069259639,-0.042017674,-0.02805725,-0.137752407,-0.019344765,-0.0370234,-0.082398133,-0.04858334,0.071568163,-0.051750752,-0.013417144,-0.05664808,-0.0739699,-0.1274234,0.000573277,-0.043851196,-0.00962514,-0.009039503,-0.02482392,-0.06838173,-0.04886548,-0.028679665,0.006326021,-0.024979727,0.00208647,0.000421153,0.016251002,-0.028151686,0.013890905,-0.003255392,-0.019814392,-0.239459,-0.02031618,-0.03177661,-0.01863774,-0.00228006,-0.07279147,-0.024466265,-0.046923049,-0.04502838,-0.025891715,0.001977508,-0.034929004,-0.054530745,-0.08840225,0.004916185,0.078629455,-0.023216288,-0.01016057,-0.04200403,0.006881519,-0.16802912,0.07052473,-0.05415266
"Trusted, Agents, Everolimus, BSK-C016173, 333.3 nM",mTOR inhibitor,0.014775145,-0.047457902,0.009164876,-0.004006436,0.037034,-0.035983407,-0.082727778,-0.008378865,-0.09363063,-0.008669207,-0.039061743,-0.055487109,-0.022943483,-0.02016144,-0.00841714,-0.05991742,-0.06547581,-0.043520995,-0.1544312,-0.243434575,-0.08919354,-0.03240164,0.005697304,0.01323453,-0.03596726,-0.002722239,0.009300579,-0.01096976,0.049663318,-0.014405524,-0.087251288,-0.060981002,0.02456645,-0.135370442,0.013386291,-0.045591633,-0.07674603,-0.06799876,0.121533156,-0.085302331,-0.044897679,-0.072845913,-0.1139094,-0.1478184,0.03139311,0.00383103,0.013122521,-0.028006345,-0.0401721,-0.2510879,-0.07032964,-0.069,-0.02,-0.061208863,0.024241126,-0.006,0.024,-0.066214145,-0.077,-0.006,-0.041,-0.376886,-0.068,-0.088039757,-0.0162407,-0.012686953,-0.177519,-0.035629692,-0.083915771,-0.1256077,-0.014123265,-0.032054287,-0.045424047,-0.064691893,-0.1332517,0.026337078,0.095278105,-0.074908253,-0.0108723,-0.02572982,-0.009738938,-0.235791256,-0.069117623,-0.07039558
"Trusted, Agents, Everolimus, BSK-C016173, 37 nM",mTOR inhibitor,0.020401225,-0.013995654,0.01592527,-0.027082098,0.000441798,0.00762753,0.002963018,-0.005902875,-0.067553683,-0.01271889,0.006555143,-0.037351399,-0.030420724,0.005884941,0.004283968,-0.06762477,-0.024341665,-0.008924278,-0.067918654,-0.124097607,-0.062662819,0.008233532,-0.022305026,-0.008589931,-0.002700067,-0.02004679,-0.01397563,-0.007965846,0.019896401,-0.018173948,-0.073032319,-0.051743375,0.002261492,-0.159396581,-0.019955563,-0.028078407,-0.086856576,-0.03775998,0.064429872,-0.050477769,-0.03096467,-0.065040783,-0.06630413,-0.1105914,0.0231308,-0.042551238,0.001682457,-0.005100519,-0.03324875,-0.1292726,-0.05218049,-0.039614455,-0.003610313,-0.056361812,-0.002718531,-0.002498435,0.010572022,-0.021276043,-0.005466188,0.003362953,-0.002644199,-0.2803981,-0.02325898,-0.019817868,-0.006990031,-0.009517104,-0.06479779,-0.010084315,-0.042256903,-0.1024465,-0.024483977,-0.007446785,-0.033230036,-0.051672808,-0.09309585,0.007463095,0.072720812,-0.049494312,-0.03654839,-0.04018041,-0.013514286,-0.197270239,0.055579856,-0.06752865
"Trusted, Agents, Everolimus, BSK-C016173, 4.1 nM",mTOR inhibitor,0.011804504,0.012345792,0.004823785,0.014277713,0.01857613,0.018154072,0.003254213,0.007045388,-0.020512139,-0.03731417,0.012332664,-0.069515778,-0.032150156,-0.004103955,0.0105945,-0.03435209,-0.053469249,-0.014171499,-0.048229563,-0.170059553,-0.054103067,0.02602191,-0.000350437,0.02076766,-0.004496593,-0.001243921,-0.007691773,-0.004151195,0.039551116,0.00399368,-0.010604433,-0.036707072,0.09488248,-0.017577361,0.015268372,0.008313301,0.057337388,-0.01489926,0.160084513,-0.079844457,0.021588482,-0.052278431,-0.06466114,-0.1011211,0.05611211,-0.004053359,0.007831047,-0.01940852,0.002147295,-0.1133754,-0.08082971,-0.016830475,-0.001377208,-0.01527424,0.018781508,-0.01236529,0.010708675,-0.110680516,-0.019272494,-0.007110759,-0.077212798,-0.2095236,-0.08987599,-0.033801512,-0.05442959,0.001347836,-0.0694324,-0.009847491,-0.088892878,-0.02596227,0.017361158,-0.014280972,-0.043060197,-0.042712449,-0.06540172,0.013169665,0.063762675,-0.012423754,0.04180906,-0.009532038,0.018096834,-0.188077139,0.02783168,-0.0613468
